,Sentence,Label
3222,mid=128100&amp;buy=closed&amp;tab=reviews&amp;cid=13,0
3223,article_id=3591&amp;section=reviews,0
3224,f=/c/a/2000/01/21/dd96159.dtl,0
3225,f=/e/a/2000/01/21/weekend11139.dtl,0
3226,aid=/20000121/reviews/1210302/1023,0
3227,fid=5422,0
3228,d=hv&amp;id=1808402936&amp;cf=info,0
3229,aid=/19940304/reviews/403040301/1023,0
3230,film=oid%3a138893,0
3231,cid=3188,0
3232,movie_id=4&amp;title=animal%20crackers&amp;rel=1930&amp;picture=ac.jpg,0
3233,d=hv&amp;id=1803470321&amp;cf=info,0
3234,cid=2733&amp;rid=672,0
3235,movie=4508,0
3236,id=868,0
3237,review_id=1503,0
3238,reviewid=158,0
3239,id=1494,0
3240,63587,0
3241,id=80,0
3242,section=reviews&amp;id=78,0
3243,id=235,0
3244,cid=1812,0
3245,objectid=3894,0
3246,title=anna+nicole+smith+exposed,0
3247,cid=1779,0
3248,id=annaandtheking.htm,0
3249,aid=/19960322/reviews/603220301/1023,0
3250,reviewid=585,0
3251,id=1328,0
3252,mid=2703&amp;buy=open&amp;pid=10089314&amp;tab=reviews&amp;cid=18,0
3253,cid=2340,0
3254,cid=2786,0
3255,id=anygivensunday.htm,0
3256,cid=1797,0
3257,cid=1685,0
3258,id=anywherebuthere.htm,0
3259,cid=3242,0
3260,title=apocalypse+now,0
3261,cid=1867,0
3262,title=apt+pupil,0
3263,aid=/20060302/reviews/60227003/1023,0
3264,d=hv&amp;cf=info&amp;id=1808665827,0
3265,id=1885,0
3266,aid=/20050120/reviews/50113005/1023,0
3267,title=arguing+the+world,0
3268,aid=/19880701/reviews/807010301/1023,0
3269,cid=1669,0
3270,id=100596,0
3271,aid=/19990709/reviews/907090302/1023,0
3272,cid=1335&amp;specific=1786,0
3273,ring=armageddonmovie,0
3274,cid=2387,0
3275,aid=/19960531/reviews/605310301/1023,0
3276,title=arrival+2,0
3277,cid=2401,0
3278,title=artemisia,0
3279,cid=1873,0
3280,title=as+good+as+it+gets,0
3281,movie=7207,0
3282,res=9405e4d71e30f93ba15750c0a9659c8b63,0
3283,f=/c/a/2003/04/04/dd42720.dtl,0
3284,d=hv&amp;cf=info&amp;id=1807812156,0
3285,aid=/20030404/reviews/304040301/1023,0
3286,norewrite200609021813&amp;sourcedomain=www.uwmleader.com,0
3287,title=astronaut's+wife+the,0
3288,id=astronautswife.htm,0
3289,title=at+first+sight,0
3290,script=atfirstsight,0
3291,title_star=sightuns,0
3292,aid=/20001015/reviews08/10150301/1023,0
3293,title=atomic+dog,0
3294,cid=3191,0
3295,id=austinpowers2.htm,0
3296,pagename=article&amp;node=style/movies/reviews&amp;contentid=a45794-2002oct31&amp;notfound=true,0
3297,film=oid%3a141675,0
3298,aid=/20021025/reviews/210250302/1023,0
3299,cid=1707,0
3300,cid=2370,0
3301,title_star=autumnny,0
3302,title=avengers+the,0
3303,storyid=43,0
3304,id=277,0
3305,f=/c/a/1998/05/01/dd14367.dtl,0
3306,id=16015,0
3307,layout=cannes2007&amp;jump=review&amp;reviewid=ve1117933763&amp;query=alexandra,0
3308,rid=10561&amp;vnu_special_account_code=thrsiteimdbpro,0
3309,layout=festivals&amp;jump=review&amp;id=2471&amp;reviewid=ve1117935941&amp;cs=1,0
3310,jsessionid=05kzlmtvgzr0hpfvcvtzqqj5xpjxh4jbjqg3rk2lxndv9c35bjqr!-964796901&amp;&amp;rid=11762,0
3311,identifier=1355,0
3312,identifier=1558,0
3313,cid=1932,0
3314,^baseketball+(1998),0
3315,aid=/20040611/reviews/406110302/1023,0
3316,title=babe,0
3317,fid=137,0
3318,aid=/20010627/reviews/106270301/1023,0
3319,title=baby+geniuses,0
3320,aid=/19990312/reviews/903120302/1023,0
3321,title=baby+huey's+great+easter+adventure,0
3322,aid=/19940506/reviews/405060302/1023,0
3323,cid=1672,0
3324,id=bachelor.htm,0
3325,id=1294,0
3326,reviewid=219,0
3327,aid=/19860613/reviews/606130301/1023,0
3328,id=45,0
3329,cid=946,0
3330,cid=2326,0
3331,id=199,0
3332,vnu_content_id=1000496951,0
3333,title=bad+lieutenant,0
3334,d=hv&amp;cf=info&amp;id=1808403039,0
3335,cid=3340,0
3336,cid=2464,0
3337,title1=&amp;title2=balseros%3a%20cuban%20rafters%20%28movie%29&amp;reviewer=dave%20kehr&amp;v_id=288617,0
3338,id=693,0
3339,f=/c/a/2004/03/05/ddgtg5dqgl1.dtl,0
3340,display=movie&amp;id=2764,0
3341,cid=2569,0
3342,title_star=outlaws,0
3343,pagename=article&amp;node=style/movies/reviews&amp;contentid=a42116-2002sep19&amp;notfound=true,0
3344,aid=/20020920/reviews/209200303/1023,0
3345,fid=2507,0
3346,id=14672,0
3347,aid=/19931112/reviews/311120301/1023,0
3348,title_star=barbersp,0
3349,f=/c/a/2002/09/13/dd230777.dtl,0
3350,aid=/20020913/reviews/209130301/1023,0
3351,mid=86000&amp;review_source=losangelestimes,0
3352,r=58981,0
3353,aid=/20040206/reviews/402060301/1023,0
3354,cid=1112,0
3355,aid=/19950421/reviews/504210301/1023,0
3356,a=85&amp;s=reviews,0
3357,aid=/19890623/reviews/906230301/1023,0
3358,m=batman,0
3359,moviekey=batmanbegins,0
3360,id=batmanbegins.htm,0
3361,id=15983,0
3362,category=0&amp;id=35795,0
3363,acct=104&amp;story=/www/story/06-02-2006/0004373378&amp;edate=,0
3364,reviewid=batbeg,0
3365,section=reviews&amp;id=8133,0
3366,mid=140370&amp;pid=10120264&amp;tab=reviews&amp;cid=18,0
3367,id=17995,0
3368,id=353,0
3369,storyid=4705034,0
3370,aid=/20050613/reviews/50525003/1023,0
3371,id=9914,0
3372,a=734,0
3373,movie_key=676,0
3374,section=reviews&amp;id=7605,0
3375,dvdid=11299,0
3376,res=990ce5da143ef935a25755c0a963958260,0
3377,aid=/19950616/reviews/506160301/1023,0
3378,id=46,0
3379,aid=/19920619/reviews/206190301/1023,0
3380,aid=/19970620/reviews/706200301/1023,0
3381,id=848,0
3382,id=darkknight.htm,0
3383,f_id=534,0
3384,blog=17&amp;title=joker_site_verified_as_legit&amp;more=1&amp;c=1&amp;tb=1&amp;pb=1,0
3385,file=story&amp;id=3684,0
3386,option=com_content&amp;task=view&amp;id=3085&amp;itemid=99,0
3387,symbol=batm2,0
3388,id=5537,0
3389,id=5522,0
3390,id=5510,0
3391,id=40449,0
3392,id=16995,0
3393,id=4806,0
3394,id=16258,0
3395,option=com_content&amp;task=view&amp;id=248&amp;itemid=99,0
3396,id=4634,0
3397,r=128579&amp;c=1055,0
3398,id=477,0
3399,id=5544,0
3400,option=com_ezine&amp;task=read&amp;page=1&amp;category=1&amp;article=2368,0
3401,id=5559,0
3402,id=5563,0
3403,id=20539,0
3404,option=com_content&amp;task=view&amp;id=331&amp;itemid=99,0
3405,option=com_content&amp;task=view&amp;id=501&amp;itemid=99,0
3406,option=com_content&amp;task=view&amp;id=2703&amp;itemid=99,0
3407,id=5895,0
3408,option=com_content&amp;task=view&amp;id=538&amp;itemid=99,0
3409,option=com_content&amp;task=view&amp;id=2862&amp;itemid=99,0
3410,article=4965,0
3411,option=com_content&amp;task=view&amp;id=3937&amp;itemid=99,0
3412,option=com_content&amp;task=view&amp;id=4174&amp;itemid=99,0
3413,page=article&amp;id=16283,0
3414,option=com_content&amp;task=view&amp;id=4824&amp;itemid=99,0
3415,option=com_content&amp;task=view&amp;id=5047&amp;itemid=99,0
3416,id=7348,0
3417,id=7353,0
3418,id=7363,0
3419,page=article&amp;id=16879,0
3420,page=article&amp;id=17013,0
3421,id=47848,0
3422,uuid=be478896-46fc-4707-8ebf-c3e695d21e38,0
3423,cid=1605,0
3424,id=bats.htm,0
3425,id=battlefieldearth.htm,0
3426,sid=00/05/25/1436208,0
3427,objectid=5087,0
3428,review=53498_rogermw,0
3429,mid=129820&amp;tab=reviews&amp;buy=closed,0
3430,file=/examiner/archive/2000/05/12/weekend15517.dtl&amp;type=movies,0
3431,id=224,0
3432,index=1557,0
3433,file=/chronicle/archive/2000/05/12/dd96770.dtl,0
3434,aid=/20000512/reviews/5120301/1023,0
3435,mode=joblo_movies&amp;id=597,0
3436,cid=1903,0
3437,id=beachthe.htm,0
3438,aid=/19890113/reviews/901130301/1023,0
3439,title=bean,0
3440,title=beaumarchais+the+scoundrel,0
3441,cid=2461,0
3442,title=beautiful+girls,0
3443,filmid=1797,0
3444,res=9a0ce7d6103ef932a15751c1a9679c8b63,0
3445,aid=/20011221/reviews/112210301/1023,0
3446,id=413,0
3447,cid=2235,0
3448,title=bed+of+roses,0
3449,cid=2557,0
3450,cid=2333,0
3451,cid=2887,0
3452,aid=/19950127/reviews/501270301/1023,0
3453,f=/c/a/1995/01/27/dd52018.dtl,0
3454,movie=1947&amp;reviewer=1,0
3455,film=oid%3a138341,0
3456,oref=login&amp;title1=&amp;title2=before%20sunrise%20%28movie%29&amp;reviewer=janet%20maslin&amp;v_id=133986,0
3457,reviewid=3961,0
3458,id=219,0
3459,display=movie&amp;id=5725,0
3460,aid=/20040702/reviews/407020312/1023,0
3461,movieid=37,0
3462,section=reviews&amp;id=9132&amp;archive=&amp;match=&amp;page=0,0
3463,cid=1757,0
3464,id=1665,0
3465,reviewid=475,0
3466,mid=2154,0
3467,cid=1084,0
3468,title=beloved,0
3469,fid=37,0
3470,aid=/19981016/reviews/810160301/1023,0
3471,cid=3108,0
3472,movie=3740,0
3473,mid=79&amp;buy=closed&amp;pid=10090378&amp;tab=reviews&amp;cid=18,0
3474,id=6402&amp;reviewid=617,0
3475,reviewid=4453,0
3476,-db=videoviews.fp5&amp;-format=searchresult02.html&amp;-layout=videoviews&amp;id=00229&amp;-find,0
3477,stid=19428,0
3478,title=beneficiary+the,0
3479,aid=/20040820/reviews/40816002/1023,0
3480,title=bent,0
3481,title_star=bent,0
3482,m_id=10115,0
3483,id=6236,0
3484,v_id=333382,0
3485,id=7914,0
3486,id=826543d0-698e-4882-a9d9-750cbcf0047f&amp;k=41994,0
3487,id=16498,0
3488,section=arts&amp;articleid=1185&amp;month=04&amp;day=05&amp;year=2006,0
3489,layid=22&amp;csid=5&amp;csid1=4980,0
3490,f=/c/a/2006/06/30/ddgijjm75f1.dtl&amp;type=movies,0
3491,section=reviews&amp;id=9214,0
3492,cid=1929,0
3493,fid=39,0
3494,cid=1951,0
3495,cid=1031,0
3496,v_id=4943,0
3497,movieid=510,0
3498,title_star=bestyear,0
3499,cid=2568,0
3500,cid=1700,0
3501,cid=2773,0
3502,cid=1799,0
3503,cid=2812,0
3504,review_id=485,0
3505,reviewid=323,0
3506,id=407,0
3507,title=beyond+silence,0
3508,cid=2341,0
3509,cid=1784,0
3510,title=big,0
3511,aid=/20040130/reviews/401300302/1023,0
3512,cid=1830,0
3513,title=big+chill+the,0
3514,cid=1914,0
3515,stid=68644,0
3516,title=big+daddy,0
3517,d=hv&amp;cf=info&amp;id=1808522330,0
3518,d=hv&amp;cf=info&amp;id=1808403165,0
3519,id=412,0
3520,id=1060,0
3521,v_id=84987,0
3522,id=2816,0
3523,title=big+hit+the,0
3524,cid=2177,0
3525,title=big+lebowski+the,0
3526,cid=2175,0
3527,title=big+one+the,0
3528,aid=/19800101/reviews/1010304/1023,0
3529,cid=2262,0
3530,aid=/20000211/reviews/2110302/1023,0
3531,title=billboard+dad,0
3532,title=billy's+hollywood+screen+kiss,0
3533,cid=2670,0
3534,title_star=birdcage,0
3535,title=birds+the,0
3536,cid=3271,0
3537,cid=449,0
3538,aid=/19940408/reviews/404080301/1023,0
3539,id=53,0
3540,cid=1811,0
3541,cid=1863,0
3542,movieid=44,0
3543,id=2060941,0
3544,id=32,0
3545,sid=02/01/19/2350243,0
3546,res=9b01eedf1f3bf932a15752c1a9679c8b63,0
3547,cid=1708,0
3548,mid=1925&amp;buy=open&amp;pid=10089036&amp;tab=reviews&amp;cid=18,0
3549,page=review&amp;id=115,0
3550,option=com_content&amp;task=view&amp;id=80,0
3551,aid=/20070301/reviews/703010302/1023,0
3552,cid=1646,0
3553,cid=2453,0
3554,title=blackjack,0
3555,cid=2301,0
3556,p=avg&amp;sql=a5994,0
3557,id=bladerunner,0
3558,ring=bladerunner,0
3559,this_cat=movies&amp;obj_id=22570&amp;aff_id=0,0
3560,aff_id=0&amp;this_cat=movies&amp;action=page&amp;obj_id=19571,0
3561,movie=924&amp;reviewer=1,0
3562,movie=924&amp;reviewer=2,0
3563,aid=/19920911/reviews/209110301/1023,0
3564,title=blade,0
3565,i=364,0
3566,cid=4036,0
3567,id=blairwitchproject.htm,0
3568,title=blair+witch+project+the,0
3569,i=208,0
3570,cid=2571,0
3571,title=blast+from+the+past,0
3572,aid=/20010928/reviews/109280301/1023,0
3573,qdesc=%5bsptimes%5d+not+a+single+saving+grace+series:+movie+review&amp;qcpp=http:%2f%2fpqasb.pqarchiver.com%2fsptimes%2fmain%2fresults.html%3fqrytxt%3dscientology%26datetype%3d3%26from_month%3d07%26from_day%3d27%26from_year%3d2000%26to_month%3d08%26to_day%3d12%26to_year%3d2000%26from_month2%3d01%26from_day2%3d01%26from_year2%3d1987%26to_month2%3d12%26to_day2%3d31%26to_year2%3d1998%26by%3d%26title%3d%26sect%3dall%26num%3d25&amp;qvpid=&amp;framename=doc&amp;args=site%3dsptimes%26qdesc%3d%255bsptimes%255d%2bnot%2ba%2bsingle%2bsaving%2bgrace%2bseries:%2bmovie%2breview%26qvpid%3d%26id%3dsptimes%26fmt%3dft%26fmts%3dft&amp;qprod=&amp;qiid=000000057847338,0
3574,cid=2371,0
3575,cid=3883,0
3576,aid=/19870327/reviews/703270302/1023,0
3577,mid=3604,0
3578,title=bliss+(1997),0
3579,title=blood+guts+bullets+and+octane,0
3580,cid=1820,0
3581,title=blood+simple,0
3582,res=9a07efd9143ef932a15751c0a961958260,0
3583,id=24868,0
3584,cid=3026,0
3585,movieid=49,0
3586,cid=3452,0
3587,aid=/20030516/reviews/305160301/1023,0
3588,aid=/19940218/reviews/402180301/1023,0
3589,cid=2874,0
3590,cid=1484,0
3591,aid=/19860919/reviews/609190301/1023,0
3592,movie=1260,0
3593,title=blues+brothers+2000,0
3594,d=hv&amp;cf=info&amp;id=1808403236,0
3595,id=3852,0
3596,cid=4725&amp;rid=5533,0
3597,movie=7335,0
3598,film=oid%3a150006,0
3599,id=5271,0
3600,id=7704,0
3601,mrkey=1652,0
3602,layid=22&amp;csid1=1460,0
3603,pubid=1350,0
3604,action=moviereview&amp;movieid=axzsxnfdwxgwsmgm,0
3605,f=/c/a/2003/03/21/dd263311.dtl,0
3606,id=495,0
3607,id=637,0
3608,v_id=274882,0
3609,aid=/20030322/reviews/303220301/1023,0
3610,section=reviews&amp;id=4220,0
3611,id=917,0
3612,pagename=article&amp;node=style/movies/reviews&amp;contentid=a22190-2001aug30,0
3613,mid=2201&amp;pid=10099221&amp;tab=reviews&amp;cid=18,0
3614,cid=4232&amp;rid=4995,0
3615,id=3746,0
3616,feature_id=828123,0
3617,aid=/20030525/reviews08/305250301/1023,0
3618,page=review&amp;id=916,0
3619,cid=1995,0
3620,cid=2335,0
3621,film=oid%3a142693,0
3622,cid=2259,0
3623,aid=/20040416/reviews/404160306/1023,0
3624,cid=1821,0
3625,cid=1673,0
3626,mode=joblo_movies&amp;id=639,0
3627,id=bonecollector.htm,0
3628,title=bone+daddy,0
3629,cid=2404,0
3630,cid=2778,0
3631,d=hv&amp;id=1804749944&amp;cf=info&amp;intl=us,0
3632,cid=2674,0
3633,title=borrowers+the,0
3634,dvdid=9943,0
3635,res=9904e4d61339f932a15751c0a960958260,0
3636,cid=2612,0
3637,cid=2644,0
3638,pagename=article&amp;node=style/movies/reviews&amp;contentid=a44861-2002jun13,0
3639,res=9c02efd7143cf937a25755c0a9649c8b63,0
3640,aid=/20020617/reviews/206170301/1023,0
3641,aid=/20040723/reviews/407230301/1023,0
3642,title=bowfinger,0
3643,fid=45,0
3644,id=101438,0
3645,movie=6198,0
3646,article_id=29329,0
3647,columnid=1414,0
3648,mid=2044989,0
3649,f=/c/a/2002/10/18/dd194197.dtl&amp;type=movies,0
3650,pagename=article&amp;node=style/movies/reviews&amp;contentid=a43871-2002oct17&amp;notfound=true,0
3651,pagename=article&amp;node=style/movies/reviews&amp;contentid=a40384-2002oct17&amp;notfound=true,0
3652,aid=/20021018/reviews/210180303/1023,0
3653,fid=6801,0
3654,res=9903e6db1039f931a15756c0a960958260,0
3655,channel=229&amp;format=movie&amp;theme=guide,0
3656,res=9800e5da1539f933a25756c0a960958260,0
3657,aid=/19960510/reviews/605100301/1023,0
3658,cid=1923,0
3659,cid=2660,0
3660,title=boys+in+love+2,0
3661,1910,0
3662,aid=/19950203/reviews/502030301/1023,0
3663,res=9900e7d71039f931a25757c0a960958260,0
3664,title=brassed+off,0
3665,page=/films/brassedoff.fhtml,0
3666,cid=2413,0
3667,id=57,0
3668,title=brazil,0
3669,cid=1709,0
3670,cid=1502,0
3671,aid=/20040514/reviews/405140301/1023,0
3672,v_id=7009,0
3673,mrkey=2432,0
3674,movie=11215&amp;reviewer=198,0
3675,id=5452454&amp;sourcetype=o&amp;progseriesparentid=5452454&amp;tvobjectid=279188&amp;keyword=&amp;more=ucvideoresult,0
3676,cid=1948,0
3677,title=bridge+of+san+luis+rey+the,0
3678,cid=3053,0
3679,id=d5fd9b420eeaf2e8f3snmrceea7f,0
3680,aid=/19861225/reviews/612250302/1023,0
3681,id=101542,0
3682,cid=2402,0
3683,filmid=1404,0
3684,cid=1602,0
3685,cid=1748,0
3686,id=brokebackmountain.htm,0
3687,title=brokedown+palace,0
3688,aid=/20040227/reviews/402270301/1023,0
3689,cid=1676,0
3690,cid=3197&amp;specific=2476,0
3691,section=reviews&amp;id=1654,0
3692,vnu_content_id=1028723,0
3693,title=brooklyn+state+of+mind+a,0
3694,cid=2998,0
3695,cid=2523,0
3696,aid=/20040903/reviews/409020301/1023,0
3697,res=9d02efd81f3ef930a15756c0a9659c8b63,0
3698,cid=3700&amp;specific=4415,0
3699,cid=1747,0
3700,title=buffalo+'66,0
3701,action=view&amp;articleid=57,0
3702,aid=/20040716/reviews/407160301/1023,0
3703,title1=bulgarian+lovers+(movie),0
3704,reviewid=487,0
3705,res=9d07e7db163bf935a3575ac0a960958260,0
3706,title=bulworth,0
3707,cid=2147,0
3708,title=burn+hollywood+burn,0
3709,vnu_content_id=1000614622,0
3710,cid=1612,0
3711,aid=/20011214/reviews/112140301/1023,0
3712,m=110100,0
3713,cid=2278,0
3714,stid=69965,0
3715,title=butcher+boy+the,0
3716,cid=662,0
3717,f=/e/a/1996/06/28/weekend12784.dtl,0
3718,aid=/19960809/reviews/608090301/1023,0
3719,id=12758,0
3720,id=2795,0
3721,article=2334,0
3722,a=news_fitxa&amp;idnot=202,0
3723,page=goodies&amp;sub=photos&amp;detail=242,0
3724,filmid=14427,0
3725,title=bye+bye+monkey,0
3726,article_class=12&amp;no=360373&amp;rel_no=1,0
3727,aid=/20070802/reviews/70710006,0
3728,display=movie&amp;id=9150,0
3729,aid=/20070827/reviews/70817016,0
3730,coll=cl-mreview,0
3731,display=movie&amp;id=10804,0
3732,title=besieged,0
3733,categoryid=31&amp;cs=1&amp;p=0,0
3734,rid=9787&amp;vnu_special_account_code=thrsiteimdbpro,0
3735,identifier=1325,0
3736,jsessionid=8zhrl41qxp5yvvpplqy8s62gf1bp05t8w53dlj15pnrdxx3lcy8b!-318199786&amp;&amp;rid=11561,0
3737,identifier=1329,0
3738,section=reviews&amp;id=11186,0
3739,jsessionid=fwkxlhwjrww7ml2k1mv7nwtqtlsx5jptvk30bxnl03txjlnn2y8r!284175161&amp;&amp;rid=11730,0
3740,display=movie&amp;id=10569,0
3741,identifier=1349,0
3742,aid=/20081002/reviews/810020302,0
3743,identifier=1365,0
3744,display=movie&amp;id=12120,0
3745,title_star=cq,0
3746,aid=/19990806/reviews/908060302/1023,0
3747,title=cabin+boy,0
3748,aid=/20030912/reviews/309120301/1023,0
3749,title=caddyshack,0
3750,vnu_content_id=1954054,0
3751,d=hv&amp;id=1808501469&amp;cf=info,0
3752,res=ee05e7df173ab52ca14a4cc2b779948c6896,0
3753,title=camille+2000,0
3754,title=campfire+tales,0
3755,aid=/19870814/reviews/708140301/1023,0
3756,title=can't+hardly+wait,0
3757,cid=1739,0
3758,review=53471_optimusprime,0
3759,aid=/19911113/reviews/111130301/1023,0
3760,cid=3272,0
3761,title=captured,0
3762,id=9287,0
3763,vnu_content_id=1000451239,0
3764,film=oid%3a165376,0
3765,display=movie&amp;id=2594,0
3766,f=/c/a/2003/06/13/dd240541.dtl,0
3767,title1=capturing%20the%20friedmans%20%28movie%29&amp;title2=capturing%20the%20friedmans%20%28movie%29&amp;reviewer=elvis%20mitchell&amp;v_id=278995,0
3768,aid=/20030606/reviews/306060302/1023,0
3769,title=carmen+baby,0
3770,cid=1978,0
3771,title=carnival+of+souls,0
3772,aid=/19760101/reviews/601010304/1023,0
3773,id=313,0
3774,cid=1567,0
3775,file=/chronicle/archive/1999/03/12/dd26136.dtl,0
3776,aid=/19990312/reviews/903120306/1023,0
3777,title=casablanca,0
3778,act=non-fiction&amp;item=558,0
3779,cid=2730,0
3780,title=castle+the,0
3781,aid=/19990504/reviews/905040301/1023,0
3782,aid=/20020426/reviews/204260301/1023,0
3783,movieid=456,0
3784,cid=4341&amp;specific=5123,0
3785,page=review&amp;id=997,0
3786,cid=1421,0
3787,cid=3477,0
3788,id=344,0
3789,aid=/20040206/reviews/402060302/1023,0
3790,cid=632,0
3791,cid=3239,0
3792,title=caught+up,0
3793,cid=2925,0
3794,cid=3058,0
3795,title=celebrity,0
3796,cid=2381,0
3797,id=cell.htm,0
3798,d=hv&amp;id=1800263740&amp;cf=info&amp;intl=us,0
3799,cid=2108,0
3800,title=central+station,0
3801,title=chairman+of+the+board,0
3802,movieid=63,0
3803,aid=/19930108/reviews/301080301/1023,0
3804,film=oid%3a139310,0
3805,title=character,0
3806,channel=230&amp;format=movie&amp;theme=guide,0
3807,cid=2593,0
3808,id=845,0
3809,r=56953,0
3810,aid=/20040109/reviews/41005001/1023,0
3811,aid=/20031224/reviews/312240302/1023,0
3812,f=/c/a/2002/04/11/dd176261.dtl,0
3813,mrkey=471,0
3814,cid=2788,0
3815,v_id=181379,0
3816,record=1543,0
3817,id=3958,0
3818,section=reviews&amp;id=4846,0
3819,columnid=1351,0
3820,section_id=2&amp;article_id=820,0
3821,cid=1215,0
3822,title=bride+of+chucky,0
3823,cid=1710,0
3824,aid=/19881109/reviews/811090301/1023,0
3825,film=oid%3a139575,0
3826,stid=17490,0
3827,title=children+of+heaven,0
3828,id=10035,0
3829,id=11127,0
3830,section_id=3&amp;article_id=2815,0
3831,vnu_content_id=1003086948,0
3832,aid=/20020106/reviews08/201060301/1023,0
3833,cid=1586,0
3834,film=oid%3a139296,0
3835,title=children+of+the+corn+v:+fields+of+terror,0
3836,cid=1874,0
3837,title=chinatown,0
3838,title=chinese+box,0
3839,cid=2710,0
3840,id=288,0
3841,cid=3418,0
3842,cid=2646,0
3843,cid=1740,0
3844,filmid=268,0
3845,cid=2480,0
3846,f=/c/a/2002/09/06/dd192247.dtl,0
3847,cid=1753,0
3848,movie=1267,0
3849,mid=175&amp;pid=10079065&amp;buy=closed&amp;tab=reviews&amp;cid=18,0
3850,review_id=1516,0
3851,aid=/19900316/reviews/3160302/1023,0
3852,uniq=11,0
3853,q=kane,0
3854,aid=/19980524/reviews08/401010334/1023,0
3855,title=citizen+kane,0
3856,aid=/19720225/reviews/202250301/1023,0
3857,title=city+of+angels,0
3858,d=hv&amp;cf=info&amp;id=1807812160,0
3859,movie=7566,0
3860,id=515,0
3861,layid=22&amp;csid1=2033,0
3862,nextlink=display&amp;did=250,0
3863,f=/c/a/2003/05/09/dd209796.dtl,0
3864,aid=/20030509/reviews/305090302/1023,0
3865,section=reviews&amp;id=3992,0
3866,id=993,0
3867,id=562,0
3868,id=107,0
3869,cid=1308,0
3870,title=civil+action+a,0
3871,aid=/19990108/reviews/901080301/1023,0
3872,id=355,0
3873,cid=3206,0
3874,cid=938,0
3875,cid=3132,0
3876,review=08729_coffman14,0
3877,aid=/19940720/reviews/407200301/1023,0
3878,cid=684,0
3879,title=clockwork+orange+a,0
3880,cid=1056,0
3881,vnu_content_id=1000502541,0
3882,id=4089,0
3883,cid=3259,0
3884,v_id=273181,0
3885,aid=/20041202/reviews/41116004/,0
3886,id=7412,0
3887,cid=3373,0
3888,cid=951,0
3889,cid=2373,0
3890,id=243,0
3891,aid=/20040813/reviews/408130301/1023,0
3892,p=avg&amp;sql=a160046,0
3893,id=1055,0
3894,id=416,0
3895,cid=723,0
3896,cid=1599,0
3897,reviewid=1681,0
3898,aid=/19861017/reviews/610170301/1023,0
3899,cid=2392,0
3900,f_id=2008,0
3901,u_movieid=73554,0
3902,mid=28,0
3903,cid=1924,0
3904,cid=2405,0
3905,cid=2585,0
3906,id=193,0
3907,aid=/20031224/reviews/312240304/1023,0
3908,cid=3471,0
3909,cid=3030,0
3910,cid=633,0
3911,cid=169,0
3912,f_id=78,0
3913,name=content&amp;pa=showpage&amp;pid=235,0
3914,id=1031,0
3915,cid=1344,0
3916,d=hv&amp;cf=info&amp;id=1808403540,0
3917,isindex=confessions%2bof%2ba%2bdangerous%2bmind,0
3918,d=hv&amp;cf=info&amp;id=1808403546,0
3919,feature_id=3034155,0
3920,movie=6808,0
3921,id=188,0
3922,review_id=3254,0
3923,id=7529,0
3924,id=395,0
3925,f=/c/a/2003/04/25/dd250788.dtl,0
3926,type=review&amp;id=463,0
3927,vnu_content_id=1874375,0
3928,pubid=1399,0
3929,id=5224,0
3930,mid=307,0
3931,reviewid=3462,0
3932,id=364,0
3933,columnid=1819,0
3934,film=oid%3a156357,0
3935,a=214,0
3936,action=moviereview&amp;movieid=wepqirrgrylebenm,0
3937,aff_id=0&amp;this_cat=movies&amp;action=page&amp;type_id=&amp;cat_id=&amp;obj_id=38437,0
3938,aid=/20030425/reviews/304250301/1023,0
3939,section=reviews&amp;id=4481,0
3940,section=reviews&amp;id=4487,0
3941,id=945,0
3942,page=review&amp;id=1143,0
3943,mode=joblo_movies&amp;id=715,0
3944,aid=/20040416/reviews/404160302/1023,0
3945,cid=168,0
3946,cid=1515,0
3947,id=constantine.htm,0
3948,id=297,0
3949,f_id=4&amp;f_page=1,0
3950,cid=2559,0
3951,d=hv&amp;cf=info&amp;id=1808566019,0
3952,storyid=1905275,0
3953,storyid=1863575,0
3954,mv=review-1123,0
3955,film=oid%3a138270,0
3956,cid=2673,0
3957,fid=6950,0
3958,cid=3358,0
3959,aid=/19890915/reviews/909150301/1023,0
3960,cid=1182,0
3961,cid=1110,0
3962,cid=1183,0
3963,aid=/19931001/reviews/310010303/1023,0
3964,d=hv&amp;cf=info&amp;id=1808449733,0
3965,cid=310,0
3966,d=hv&amp;cf=info&amp;id=1807859491,0
3967,cid=1148,0
3968,aid=/20040716/reviews/407160302/1023,0
3969,cid=1375,0
3970,movie=311,0
3971,cid=3300,0
3972,cid=2862,0
3973,cid=3083,0
3974,cid=826,0
3975,cid=2350,0
3976,d=hv&amp;cf=info&amp;id=1808403751,0
3977,cid=1859,0
3978,aid=/19960503/reviews/605030303/1023,0
3979,cid=2963,0
3980,cid=3226,0
3981,cid=1604,0
3982,cid=1152,0
3983,cid=2434,0
3984,cid=2968,0
3985,cid=1985,0
3986,cid=2723,0
3987,cid=964,0
3988,aid=/20040416/reviews/404160303/1023,0
3989,cid=3013,0
3990,id=118,0
3991,d=hv&amp;cf=info&amp;id=1804516785,0
3992,title_star=crochunt,0
3993,aid=/19940513/reviews/405130301/1023,0
3994,film=oid%3a138606,0
3995,cid=2709,0
3996,cid=2415,0
